book_title,author,ratings,avg_rating,book_image,book_url
Shadow Heir,Richelle Mead,"13,982",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318458874i/11506205.jpg,https://www.goodreads.com/book/show/11506205-shadow-heir
Transfigurations: Collected Poems,Jay Wright,49,4.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348512722i/1150712.jpg,https://www.goodreads.com/book/show/1150712.Transfigurations
Martine: Fait La Cuisine,Gilbert Delahaye,197,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419822324i/1150738.jpg,https://www.goodreads.com/book/show/1150738.Martine
Rennillia,M. Sembera,53,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347453328i/11506548.jpg,https://www.goodreads.com/book/show/11506548-rennillia
My Name Is Asher Lev,Chaim Potok,"42,163",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507.jpg,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev
Empire Star,Samuel R. Delany,"1,177",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1213573357i/1150390.jpg,https://www.goodreads.com/book/show/1150390.Empire_Star
La Medeleni [vol. 1-3],Ionel Teodoreanu,"4,024",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1229985512i/1150750.jpg,https://www.goodreads.com/book/show/1150750.La_Medeleni_vol_1_3_
Enigma Otiliei,George Călinescu,"19,406",3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1203971961i/1150759.jpg,https://www.goodreads.com/book/show/1150759.Enigma_Otiliei
Love Walked In,Marisa de los Santos,"38,072",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442893276i/115076.jpg,https://www.goodreads.com/book/show/115076.Love_Walked_In
The St. Paul Conspiracy,Roger Stelljes,"5,990",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335369256i/11507670.jpg,https://www.goodreads.com/book/show/11507670-the-st-paul-conspiracy
The Orchards of Syon,Geoffrey Hill,51,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347595760i/1150814.jpg,https://www.goodreads.com/book/show/1150814.The_Orchards_of_Syon
Arcology: The City in the Image of Man,Paolo Soleri,86,4.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1525023164i/115091.jpg,https://www.goodreads.com/book/show/115091.Arcology
Domestic Arrangements,Norma Klein,243,3.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562485848i/1150818.jpg,https://www.goodreads.com/book/show/1150818.Domestic_Arrangements
The Skinjacker Trilogy: Everlost / Everwild / Everfound,Neal Shusterman,"2,095",4.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317324120i/11508183.jpg,https://www.goodreads.com/book/show/11508183-the-skinjacker-trilogy
Class Trip,Emmanuel Carrère,"8,238",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362601946i/1150832.jpg,https://www.goodreads.com/book/show/1150832.Class_Trip
Witchful Thinking,H.P. Mallory,"7,473",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388596303i/11508357.jpg,https://www.goodreads.com/book/show/11508357-witchful-thinking
Brink of Eternity,Caris Roane,713,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308612699i/11508610.jpg,https://www.goodreads.com/book/show/11508610-brink-of-eternity
A Bed of Thorns and Roses,Sondra Allan Carr,493,3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328002083i/11509159.jpg,https://www.goodreads.com/book/show/11509159-a-bed-of-thorns-and-roses
A Heart So Wild,Johanna Lindsey,"6,687",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328151324i/11509247.jpg,https://www.goodreads.com/book/show/11509247-a-heart-so-wild
David,Marie Rothenberg,77,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534431276i/1151054.jpg,https://www.goodreads.com/book/show/1151054.David
After,Neil D. Ostroff,7,3.57,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328206212i/11511865.jpg,https://www.goodreads.com/book/show/11511865-after
Kings of the North,Elizabeth Moon,"3,700",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320527325i/11509866.jpg,https://www.goodreads.com/book/show/11509866-kings-of-the-north
كم حياة ستعيش؟,كريم الشاذلي,"3,180",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565206476i/11510229.jpg,https://www.goodreads.com/book/show/11510229
Lappskatteland: en familiesaga,Annica Wennström,147,3.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306910192i/11511667.jpg,https://www.goodreads.com/book/show/11511667-lappskatteland
"Make the Bread, Buy the Butter: What You Should and Shouldn't Cook from Scratch - Over 120 Recipes for the Best Homemade Foods",Jennifer Reese,"5,764",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393172134i/11510733.jpg,https://www.goodreads.com/book/show/11510733-make-the-bread-buy-the-butter
If You See Her,Shiloh Walker,"2,098",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1313848351i/11510585.jpg,https://www.goodreads.com/book/show/11510585-if-you-see-her
Den fremmede,Max Frei,"4,150",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306911713i/11511740.jpg,https://www.goodreads.com/book/show/11511740-den-fremmede
Starblood,Carmilla Voiez,122,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347263231i/11512156.jpg,https://www.goodreads.com/book/show/11512156-starblood
The Dead of Night,Peter Lerangis,"18,885",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331686275i/11512688.jpg,https://www.goodreads.com/book/show/11512688-the-dead-of-night
Ties That Bind,Carolyn Arnold,"5,959",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306924682i/11512394.jpg,https://www.goodreads.com/book/show/11512394-ties-that-bind
Το θεώρημα του παπαγάλου,Denis Guedj,"3,859",3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306929048i/11512583.jpg,https://www.goodreads.com/book/show/11512583
The Madness of Lord Ian Mackenzie,Jennifer Ashley,"38,982",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322374400i/11512038.jpg,https://www.goodreads.com/book/show/11512038-the-madness-of-lord-ian-mackenzie
Reaver,Larissa Ione,"10,879",4.41,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380743471i/11512718.jpg,https://www.goodreads.com/book/show/11512718-reaver
Lethal Rider,Larissa Ione,"17,231",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325328345i/11512712.jpg,https://www.goodreads.com/book/show/11512712-lethal-rider
Rogue Rider,Larissa Ione,"13,343",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329349122i/11512713.jpg,https://www.goodreads.com/book/show/11512713-rogue-rider
A Stranger in the Mirror,Sidney Sheldon,"21,535",3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418330902i/115130.jpg,https://www.goodreads.com/book/show/115130.A_Stranger_in_the_Mirror
Mate Hunt,Amber Kell,"2,065",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334448874i/11512890.jpg,https://www.goodreads.com/book/show/11512890-mate-hunt
The Isabel Factor,Gayle Friesen,396,3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1396836175i/1151412.jpg,https://www.goodreads.com/book/show/1151412.The_Isabel_Factor
Big Lake,Nick Russell,"3,250",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327907483i/11513723.jpg,https://www.goodreads.com/book/show/11513723-big-lake
Blowing It Off,Lexxie Couper,462,3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306937262i/11513220.jpg,https://www.goodreads.com/book/show/11513220-blowing-it-off
"Hush, Hush",Derek Ruiz,"8,380",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312079637i/11514260.jpg,https://www.goodreads.com/book/show/11514260-hush-hush
زنده به‌گور,Sadegh Hedayat,"5,294",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609001509i/115151.jpg,https://www.goodreads.com/book/show/115151._
A Touch Morbid,Leah Clifford,990,3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306945378i/11514121.jpg,https://www.goodreads.com/book/show/11514121-a-touch-morbid
"Border, Band 1",Kazuma Kodaka,375,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327846805i/11515506.jpg,https://www.goodreads.com/book/show/11515506-border-band-1
Black Water,D.J. MacHale,"24,522",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306958950i/11515872.jpg,https://www.goodreads.com/book/show/11515872-black-water
Necropolis,Michael  Dempsey,343,3.60,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325761887i/11515955.jpg,https://www.goodreads.com/book/show/11515955-necropolis
The Alchemist of Souls,Anne Lyle,"1,656",3.46,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333579720i/11515333.jpg,https://www.goodreads.com/book/show/11515333-the-alchemist-of-souls
The Drowning Girl,Caitlín R. Kiernan,"5,538",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428235000i/11515328.jpg,https://www.goodreads.com/book/show/11515328-the-drowning-girl
"Enter, Night",Michael  Rowe,950,3.54,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327898829i/11515975.jpg,https://www.goodreads.com/book/show/11515975-enter-night
Bearded Women: Stories,Teresa Milbrodt,114,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347560505i/11515977.jpg,https://www.goodreads.com/book/show/11515977-bearded-women
Bridge of Dreams,Anne Bishop,"4,049",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442772040i/11515995.jpg,https://www.goodreads.com/book/show/11515995-bridge-of-dreams
Beyond Sandy Ridge,Nancy B. Brewer,142,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329082909i/11516042.jpg,https://www.goodreads.com/book/show/11516042-beyond-sandy-ridge
"Same Difference: How Gender Myths Are Hurting Our Relationships, Our Children, and Our Jobs",Rosalind C. Barnett,126,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348463944i/1151805.jpg,https://www.goodreads.com/book/show/1151805.Same_Difference
The Scorpion Rules,Erin Bow,"6,910",3.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428689952i/11516221.jpg,https://www.goodreads.com/book/show/11516221-the-scorpion-rules
In the Bad Boy's Bed,Sophia Ryan,270,3.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306971102i/11517153.jpg,https://www.goodreads.com/book/show/11517153-in-the-bad-boy-s-bed
Diaries of an Urban Panther,Amanda Arista,551,3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308012840i/11517148.jpg,https://www.goodreads.com/book/show/11517148-diaries-of-an-urban-panther
Winter,Keven Newsome,173,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347870468i/11517874.jpg,https://www.goodreads.com/book/show/11517874-winter
Love and Capital: Karl and Jenny Marx and the Birth of a Revolution,Mary Gabriel,780,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405309347i/11516279.jpg,https://www.goodreads.com/book/show/11516279-love-and-capital
Shine,Lauren Myracle,"12,968",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327927775i/11517760.jpg,https://www.goodreads.com/book/show/11517760-shine
City of Diamond,Jane Emerson,118,3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181433516i/1151841.jpg,https://www.goodreads.com/book/show/1151841.City_of_Diamond
Vissi d'arte - Love and Music,Joanna Stephen-Ward,17,3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392093691i/11520860.jpg,https://www.goodreads.com/book/show/11520860-vissi-d-arte---love-and-music
Visual Vitriol: The Street Art and Subcultures of the Punk and Hardcore Generation,David Ensminger,16,3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385354926i/11519028.jpg,https://www.goodreads.com/book/show/11519028-visual-vitriol
Tempest Child,Laura Eno,18,4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327162430i/11520906.jpg,https://www.goodreads.com/book/show/11520906-tempest-child
Adventures of a Church Historian,Leonard J. Arrington,130,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387663115i/115186.jpg,https://www.goodreads.com/book/show/115186.Adventures_of_a_Church_Historian
The Stolen Child,Keith Donohue,"11,580",3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356449029i/1152031.jpg,https://www.goodreads.com/book/show/1152031.The_Stolen_Child
Indulgences,Weslie Jensen,7,3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333762245i/11522367.jpg,https://www.goodreads.com/book/show/11522367-indulgences
Vlinders,Simone van der Vlugt,642,3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311192776i/11521798.jpg,https://www.goodreads.com/book/show/11521798-vlinders
Instruments of Darkness,Imogen Robertson,"4,236",3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1350561666i/11520083.jpg,https://www.goodreads.com/book/show/11520083-instruments-of-darkness
Damaged Goods,Lauren Gallagher,"5,039",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1307408122i/11520968.jpg,https://www.goodreads.com/book/show/11520968-damaged-goods
The First Last Kiss,Ali Harris,"3,835",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352027339i/11521304.jpg,https://www.goodreads.com/book/show/11521304-the-first-last-kiss
Ultimate Justice,Ryder Islington,16,4.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347616223i/11523753.jpg,https://www.goodreads.com/book/show/11523753-ultimate-justice
The Beginning,Kelvin O'Ralph,77,3.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308308683i/11522687.jpg,https://www.goodreads.com/book/show/11522687-the-beginning
Hunted,Adam Slater,612,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410159617i/11523007.jpg,https://www.goodreads.com/book/show/11523007-hunted
Ooit en te nimmer,Roald Dahl,172,3.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1307296828i/11524372.jpg,https://www.goodreads.com/book/show/11524372-ooit-en-te-nimmer
Dark as the Grave,Peter W. Dawes,183,3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1525142972i/11524297.jpg,https://www.goodreads.com/book/show/11524297-dark-as-the-grave
The Lies That Bind,Lisa Roecker,713,3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333558187i/11524267.jpg,https://www.goodreads.com/book/show/11524267-the-lies-that-bind
